Cl1984,CostzPr_6_84_1,CostzPr_6_84_2,MSAVI_22_06_84,NDVI_22_06_84,SAVI_22_06_84,CostzPr_6_84_3,CostzPr_6_84_4,CostzPr_6_84_5,CostzPr_6_84_6,entropy_22_6_84_b4,entropy_22_6_84_b5,entropy_22_6_84_b7,homogeneity_22_6_84_b4,homogeneity_22_6_84_b5,homogeneity_22_6_84_b7,mean_22_6_84_b4,mean_22_6_84_b5,mean_22_6_84_b7,variance_22_6_84_b4,variance_22_6_84_b5,variance_22_6_84_b7
Br,54,24,-0.179413602,0.257142872,0.382978737,26,44,81,39,1.00271821,1.706057072,0.901367247,0.833333313,0.644444466,0.805555582,0.34375,0.310763896,0.160590276,113.7778931,92.28369141,25.79295731
Br,54,24,-0.257352352,0.226666674,0.337748349,29,46,76,35,0.348832101,1.211044073,0.683738887,0.944444418,0.805555582,0.888888896,0.345486104,0.334201396,0.159722224,113.5186691,106.9820633,24.61501694
Br,58,29,-0.440066755,0.160493821,0.239263803,34,47,87,41,1.060856938,1.310783625,0.89278692,0.722222209,0.833333313,0.944444418,0.352430552,0.359375,0.177083328,118.3252106,125.6013718,30.35774994
Br,58,28,-0.428136557,0.164556965,0.245283023,33,46,91,43,0.516285479,1.860089779,1.149059653,0.899999976,0.644444466,0.888888896,0.345486104,0.345486104,0.166666672,115.9974442,116.4418945,26.91666603
Br,55,24,-0.313502431,0.205479458,0.306122452,29,44,78,33,0.921856284,1.493885756,0.925701916,0.805555582,0.616666675,0.861111104,0.337673604,0.313368052,0.150173604,109.1686172,94.49752045,21.58756065
Br,54,25,-0.297830999,0.211267605,0.314685315,28,43,79,38,1.214889646,1.706057072,0.848685563,0.827777803,0.633333325,0.861111104,0.327256948,0.305555552,0.150173604,103.0488586,92.60575867,22.55418777
Br,54,24,-0.179413602,0.257142872,0.382978737,26,44,81,39,1.00271821,1.706057072,0.901367247,0.833333313,0.644444466,0.805555582,0.34375,0.310763896,0.160590276,113.7778931,92.28369141,25.79295731
Br,54,24,-0.179413602,0.257142872,0.382978737,26,44,81,39,1.00271821,1.706057072,0.901367247,0.833333313,0.644444466,0.805555582,0.34375,0.310763896,0.160590276,113.7778931,92.28369141,25.79295731
Br,66,35,-0.526633501,0.132075474,0.197183102,46,60,102,44,0.683738887,0.17441605,0.17441605,0.916666687,0.972222209,0.972222209,0.464409709,0.405381948,0.186631948,208.1643677,158.6244049,33.79524994
Br,53,23,-0.670016587,0.084745765,0.126050428,27,32,57,31,1.52295506,0.348832101,0.516285479,0.666666687,0.944444418,0.916666687,0.241319448,0.251736104,0.127604172,53.7449646,60.03559494,15.96709347
Br,53,25,-0.60839802,0.104477614,0.155555561,30,37,64,32,1.552024364,0.843228579,1.149059653,0.688888907,0.916666687,0.861111104,0.258680552,0.256076396,0.134548604,63.81305695,63.6323204,17.85201645
Br,53,23,-0.648836255,0.090909094,0.135135129,25,30,62,32,1.966175556,1.629040718,0.925701916,0.73888886,0.816666663,0.861111104,0.2421875,0.252604157,0.131076396,55.51006317,61.13327026,16.91031456
Br,56,26,-0.421439856,0.166666672,0.248275861,30,42,66,29,1.368922353,0,0,0.733333349,1,1,0.322916657,0.28125,0.125,100.4306641,76.01660156,15.015625
Br,68,36,-0.510592282,0.137254909,0.204878047,44,58,98,41,1.676987767,1.783073425,1.397991657,0.588888884,0.516666651,0.722222209,0.427083343,0.358506948,0.163194448,184.4462891,128.3189545,26.95256996
Br,55,25,-0.586701155,0.111111112,0.165354326,28,35,54,30,1.706057072,1.629040718,0.795281589,0.588888884,0.427777767,0.861111104,0.276041657,0.254340291,0.1328125,70.62488556,60.6620369,16.89612961
Br,66,35,-0.526633501,0.132075474,0.197183102,46,60,102,44,0.683738887,0.17441605,0.17441605,0.916666687,0.972222209,0.972222209,0.464409709,0.405381948,0.186631948,208.1643677,158.6244049,33.79524994
Br,66,35,-0.526633501,0.132075474,0.197183102,46,60,102,44,0.683738887,0.17441605,0.17441605,0.916666687,0.972222209,0.972222209,0.464409709,0.405381948,0.186631948,208.1643677,158.6244049,33.79524994
Br,59,28,-0.422439843,0.166666672,0.248520717,35,49,99,43,0,1.310783625,0,1,0.75,1,0.375,0.393229157,0.1875,135.140625,150.8594971,33.78515625
Br,56,28,-0.342251152,0.195121944,0.290909082,33,49,90,40,0.26485309,0.998872638,0.795281589,0.944444418,0.833333313,0.861111104,0.373263896,0.361111104,0.1640625,135.1809998,125.5625305,25.7578373
Br,57,27,-0.481767356,0.146341458,0.218181819,35,47,92,44,0,0,0.17441605,1,1,0.972222209,0.375,0.375,0.186631948,135.140625,135.140625,33.79524994
Br,56,27,-0.398329824,0.174999997,0.260869563,33,47,91,44,0.762366593,0.766212225,0.26485309,0.833333313,0.861111104,0.944444418,0.369791657,0.370659709,0.185763896,130.3149872,132.7683716,33.80534363
Br,57,27,-0.382361621,0.180722892,0.269461066,34,49,91,43,0,0,1.031787634,1,1,0.805555582,0.375,0.375,0.1796875,135.140625,135.140625,31.51146126
Br,59,28,-0.410632789,0.170731708,0.25454545,34,48,95,44,0,1.12383604,0.598758817,1,0.75,0.888888896,0.375,0.384548604,0.184027776,135.140625,142.9956818,32.644207
Br,58,29,-0.433780551,0.162790701,0.242774561,36,50,97,44,0,1.181974649,0.17441605,1,0.805555582,0.972222209,0.375,0.388020843,0.186631948,135.140625,145.6042633,33.79524994
Br,56,28,-0.36972478,0.185185179,0.276073605,33,48,96,42,0,0.995027006,0,1,0.777777791,1,0.375,0.381944448,0.1875,135.140625,140.3650208,33.78515625
Br,59,28,-0.422439843,0.166666672,0.248520717,35,49,99,43,0,1.310783625,0,1,0.75,1,0.375,0.393229157,0.1875,135.140625,150.8594971,33.78515625
Br,53,25,-0.447191238,0.157894731,0.235294119,32,44,73,32,0.867563248,1.017750263,0,0.75,0.805555582,1,0.330729157,0.301215291,0.125,107.0538864,87.93392181,15.015625
Br,54,24,-0.359885335,0.188405797,0.280575544,28,41,71,32,0.26485309,1.108803988,0,0.944444418,0.833333313,1,0.314236104,0.289930552,0.125,93.81402588,79.9586792,15.015625
Br,54,26,-0.402672529,0.173333332,0.258278131,31,44,75,32,1.185820341,0.598758817,0.766212225,0.805555582,0.916666687,0.944444418,0.334201396,0.308159709,0.131944448,106.9821014,91.8891449,16.90321541
Br,54,24,-0.421439856,0.166666672,0.248275861,30,42,74,32,1.229921699,0.492673129,0.26485309,0.705555558,0.888888896,0.944444418,0.332465291,0.310763896,0.126736104,104.9808044,93.88130951,15.00217628
Br,54,25,-0.516022325,0.134328365,0.200000003,29,38,71,29,0.998872638,1.12383604,0,0.916666687,0.777777791,1,0.294270843,0.291666657,0.125,81.92687225,81.97396851,15.015625
Br,53,24,-0.374817789,0.183098584,0.272727281,29,42,73,29,1.137873292,0.762366593,0,0.805555582,0.888888896,1,0.325520843,0.305555552,0.125,102.6395645,89.89584351,15.015625
Br,54,24,-0.284822822,0.216216221,0.322147638,29,45,71,29,0.598758817,1.570902109,0.516285479,0.916666687,0.722222209,0.916666687,0.339409709,0.289930552,0.127604172,111.3902817,80.1809082,15.96709347
Br,54,24,-0.402672529,0.173333332,0.258278131,31,44,76,31,0.26485309,0.766212225,0.848685563,0.944444418,0.861111104,0.833333313,0.345486104,0.306423604,0.130208328,113.5186691,91.92241669,16.91741753
Br,53,25,-0.434610516,0.162162155,0.241610736,31,43,76,31,0.26485309,0.762366593,0.516285479,0.944444418,0.888888896,0.944444418,0.345486104,0.305555552,0.128472224,113.5186691,89.89584351,15.96018124
Br,54,25,-0.402672529,0.173333332,0.258278131,31,44,74,31,1.475008011,1.017750263,0.516285479,0.688888907,0.805555582,0.916666687,0.329861104,0.301215291,0.127604172,107.2940674,87.93392181,15.96709347
Br,53,25,-0.447191238,0.157894731,0.235294119,32,44,73,32,0.867563248,1.017750263,0,0.75,0.805555582,1,0.330729157,0.301215291,0.125,107.0538864,87.93392181,15.015625
Br,56,26,-0.597843587,0.107692309,0.160305336,29,36,67,36,1.137873292,1.464816332,0.598758817,0.805555582,0.75,0.916666687,0.266493052,0.269965291,0.151909724,68.95549011,70.94909668,22.53774452
Br,57,25,-0.642080724,0.09375,0.139534891,29,35,68,37,1.552024364,1.599971414,1.310783625,0.638888896,0.50555557,0.722222209,0.230034724,0.252604157,0.144097224,52.73910141,63.90987396,20.67585754
Br,50,21,-0.277506202,0.21875,0.325581402,25,39,63,28,1.937106133,0.17441605,0.925701916,0.694444418,0.972222209,0.916666687,0.297743052,0.250868052,0.1171875,86.39845276,60.04904556,13.57276154
Br,55,26,-0.651715994,0.090909094,0.135338351,30,36,70,36,1.475008011,1.629040718,0.683738887,0.550000012,0.733333349,0.888888896,0.256076396,0.274305552,0.157986104,65.46434021,74.53205872,24.6322155
Br,57,27,-0.567249715,0.117647059,0.175182477,30,38,79,42,1.185820341,1.647918463,1.339853048,0.75,0.672222197,0.75,0.269965291,0.299479157,0.171006948,70.7268219,86.14408875,29.24027824
Br,52,23,-0.712978065,0.071428575,0.10619469,26,30,50,28,1.214889646,1.445938706,0.439269155,0.888888896,0.76111114,0.916666687,0.227430552,0.235243052,0.127604172,49.32217407,52.21950531,14.99545002
Br,56,26,-0.597843587,0.107692309,0.160305336,29,36,67,36,1.137873292,1.464816332,0.598758817,0.805555582,0.75,0.916666687,0.266493052,0.269965291,0.151909724,68.95549011,70.94909668,22.53774452
Agr,50,23,-0.428060323,0.164179102,0.244444445,28,39,83,42,0.439269155,1.24395895,1.368922353,0.916666687,0.722222209,0.722222209,0.280381948,0.326388896,0.171875,76.03174591,102.6219711,29.23093033
Agr,49,23,-0.57491982,0.114754096,0.170731708,27,34,78,41,1.262836695,1.350044727,1.214889646,0.777777791,0.722222209,0.694444418,0.263888896,0.315972209,0.169270828,67.16841125,96.26573944,28.07437706
Agr,48,23,-0.517852604,0.13333334,0.198347107,26,34,78,41,1.291905999,1.027941942,0.762366593,0.75,0.75,0.888888896,0.263020843,0.3203125,0.180555552,67.18260956,98.22065735,31.50174904
Agr,47,21,-0.659757435,0.087719299,0.130434781,26,31,74,36,0.683738887,1.185820341,0,0.888888896,0.805555582,1,0.246527776,0.294270843,0.15625,58.50444794,81.92687988,23.46191406
Agr,49,22,-0.609666288,0.103448279,0.15384616,26,32,73,38,1.273028374,1.368922353,0.683738887,0.833333313,0.777777791,0.888888896,0.237847224,0.298611104,0.159722224,55.40958023,85.93793488,24.61501694
Agr,49,22,-0.56244266,0.118644066,0.176470593,26,33,71,36,0.925701916,1.166942596,0,0.916666687,0.833333313,1,0.2421875,0.293402791,0.15625,56.95796204,81.94256592,23.46191406
Agr,50,23,-0.428060323,0.164179102,0.244444445,28,39,83,42,0.439269155,1.24395895,1.368922353,0.916666687,0.722222209,0.722222209,0.280381948,0.326388896,0.171875,76.03174591,102.6219711,29.23093033
Agr,50,23,-0.428060323,0.164179102,0.244444445,28,39,83,42,0.439269155,1.24395895,1.368922353,0.916666687,0.722222209,0.722222209,0.280381948,0.326388896,0.171875,76.03174591,102.6219711,29.23093033
Br,53,25,-0.398329824,0.174999997,0.260869563,33,47,83,36,1.00271821,1.24395895,0.516285479,0.833333313,0.861111104,0.944444418,0.345486104,0.323784709,0.152777776,115.9974442,102.674675,22.52951622
Br,59,28,-0.616323531,0.102564104,0.152866244,35,43,83,39,0.598758817,1.055400014,1.12383604,0.888888896,0.833333313,0.777777791,0.347222209,0.345486104,0.166666672,115.9600754,113.7408905,26.91667938
Br,52,24,-0.359885335,0.188405797,0.280575544,28,41,77,34,1.41302371,0.17441605,0.516285479,0.76111114,0.972222209,0.916666687,0.328993052,0.313368052,0.153645828,102.7914963,93.83084106,22.52129364
Br,52,23,-0.358109623,0.189189196,0.281879187,30,44,79,34,1.262836695,0.925701916,1.273028374,0.777777791,0.861111104,0.805555582,0.324652791,0.306423604,0.144965276,102.6571274,89.8793869,20.6680069
Br,51,23,-0.555879951,0.121212125,0.180451125,29,37,72,33,0.766212225,1.262836695,1.320975304,0.861111104,0.861111104,0.694444418,0.276909709,0.283854157,0.139756948,74.26496887,78.24145508,19.74619102
Br,53,24,-0.415683597,0.16883117,0.251612902,32,45,79,33,0.766212225,0.766212225,0,0.861111104,0.944444418,1,0.344618052,0.319444448,0.15625,116.0161438,98.237854,23.46191406
Br,53,25,-0.398329824,0.174999997,0.260869563,33,47,83,36,1.00271821,1.24395895,0.516285479,0.833333313,0.861111104,0.944444418,0.345486104,0.323784709,0.152777776,115.9974442,102.674675,22.52951622
Br,51,24,-0.703476608,0.074074075,0.110091746,25,29,56,33,2.120208263,1.783073425,1.339853048,0.444444448,0.661111116,0.722222209,0.197916672,0.228298604,0.142361104,35.95363235,49.31004715,19.72319794
Br,54,25,-0.478119016,0.14705883,0.218978107,29,39,77,40,1.233767271,1.397991657,0.973648906,0.683333337,0.75,0.861111104,0.275173604,0.309895843,0.167534724,74.73933411,94.34262085,26.90771675
Br,57,27,-0.561003268,0.119999997,0.178807944,33,42,87,47,1.629040718,1.735126495,0.748945892,0.716666639,0.588888884,0.844444454,0.311631948,0.342013896,0.1875,96.57305908,116.5167389,35.18793869
Br,55,27,-0.636966348,0.09589041,0.142857149,33,40,92,50,1.00271821,0.748945892,0.973648906,0.888888896,0.838888884,0.777777791,0.3125,0.3671875,0.206597224,94.06989288,132.8484039,41.95476913
Br,55,26,-0.468011349,0.150684938,0.224489793,31,42,77,38,1.24395895,1.258991003,0.26485309,0.722222209,0.76111114,0.944444418,0.305555552,0.313368052,0.157986104,89.89585876,94.05312347,23.44510078
Br,55,27,-0.58831948,0.111111112,0.165517241,32,40,77,41,1.52295506,0.969803274,1.416869402,0.672222197,0.833333313,0.75,0.306423604,0.307291657,0.167534724,92.14464569,91.90578461,28.09269714
Br,59,28,-0.677730143,0.083333336,0.124137931,33,39,55,30,2.197224617,2.197224617,2.04319191,0.362091511,0.377777785,0.627777755,0.289930552,0.258680552,0.138020828,88.00566101,68.70230865,18.93407059
Br,56,27,-0.636966348,0.09589041,0.142857149,33,40,77,40,1.017750263,0.683738887,0.995027006,0.722222209,0.888888896,0.777777791,0.303819448,0.315972209,0.163194448,87.88513184,96.04351044,25.76660156
Br,54,26,-0.539615035,0.126760557,0.188811183,31,40,70,36,1.490040064,0.683738887,0.516285479,0.74444443,0.888888896,0.916666687,0.296875,0.282986104,0.153645828,86.19230652,78.03456116,22.52129364
Br,56,27,-0.58831948,0.111111112,0.165517241,32,40,72,37,1.570902109,1.108803988,0.17441605,0.705555558,0.833333313,0.972222209,0.302951396,0.288194448,0.157118052,92.21118927,79.98970032,23.45350647
Br,58,28,-0.6930089,0.078947365,0.117647059,35,41,78,39,0.766212225,1.599971414,1.060856938,0.888888896,0.777777791,0.861111104,0.317708343,0.303819448,0.165798604,96.00950623,88.10735321,26.92564392
Br,57,27,-0.561003268,0.119999997,0.178807944,33,42,79,39,1.137873292,0.872297943,1.152905345,0.788888872,0.805555582,0.861111104,0.321180552,0.3203125,0.169270828,98.20347595,98.22067261,28.07437706
Br,54,25,-0.478119016,0.14705883,0.218978107,29,39,63,29,1.966175556,1.706057072,1.552024364,0.533333361,0.633333325,0.705555558,0.314236104,0.258680552,0.146701396,99.67446899,66.03533173,21.76343918
Br,56,27,-0.627920449,0.098591551,0.146853149,32,39,88,45,1.783073425,1.676987767,1.860089779,0.627777755,0.74444443,0.75,0.313368052,0.329861104,0.177951396,94.71973419,108.627327,32.19756699
Br,57,27,-0.598099709,0.108108111,0.161073819,33,41,89,46,1.475008011,1.706057072,0.810313582,0.805555582,0.716666639,0.861111104,0.330729157,0.355034709,0.183159724,105.0162201,123.4441605,32.65412903
Br,56,27,-0.598099709,0.108108111,0.161073819,33,41,79,43,1.445938706,1.735126495,0,0.816666663,0.666666687,1,0.301215291,0.336805552,0.1875,85.88973236,109.4089661,33.78515625
Br,53,23,-0.56244266,0.118644066,0.176470593,26,33,66,34,1.41302371,1.599971414,1.214889646,0.844444454,0.844444454,0.861111104,0.253472209,0.276041657,0.151909724,63.17463684,73.56349182,22.75996017
Br,51,23,-0.648836255,0.090909094,0.135135129,25,30,67,38,1.629040718,0.95477128,0,0.788888872,0.888888896,1,0.220486104,0.270833343,0.15625,46.62852478,70.71224976,23.46191406
Br,52,23,-0.670016587,0.084745765,0.126050428,27,32,67,33,1.30309236,1.288060427,0,0.772222221,0.805555582,1,0.252604157,0.278645843,0.15625,60.24436569,74.45729065,23.46191406
Br,56,26,-0.60839802,0.104477614,0.155555561,30,37,79,45,1.031787634,1.214889646,1.098612309,0.861111104,0.772222221,0.75,0.2734375,0.308159709,0.174479172,72.49665833,94.15402985,30.38635254
Br,54,25,-0.503289342,0.138461545,0.206106871,28,37,78,41,1.442093134,1.320975304,1.211044073,0.788888872,0.861111104,0.805555582,0.269097209,0.306423604,0.165798604,69.57897186,90.10161591,26.9256382
Br,50,21,-0.80316186,0.043478262,0.064516127,22,24,47,28,1.889159203,1.812142849,1.229921699,0.50555557,0.577777803,0.777777791,0.193576396,0.229166672,0.145833328,34.38131332,49.29790115,20.66016006
Br,51,24,-0.703476608,0.074074075,0.110091746,25,29,56,33,2.120208263,1.783073425,1.339853048,0.444444448,0.661111116,0.722222209,0.197916672,0.228298604,0.142361104,35.95363235,49.31004715,19.72319794
Br,50,22,-0.703476608,0.074074075,0.110091746,25,29,58,36,1.52295506,1.306938052,0.17441605,0.699999988,0.722222209,0.972222209,0.204861104,0.246527776,0.155381948,41.02267838,60.33855438,23.47032547
Br,59,29,-0.614661753,0.103448279,0.154285714,39,48,99,48,0.89278692,0.17441605,1.12383604,0.833333313,0.972222209,0.833333313,0.378472209,0.405381948,0.206597224,137.7536011,158.6244049,41.95473099
Br,62,30,-0.542481959,0.126436785,0.188571423,38,49,95,47,1.152905345,1.475008011,0.516285479,0.638888896,0.722222209,0.944444418,0.360243052,0.376736104,0.190972224,123.1064377,138.0165558,35.14681244
Br,57,27,-0.492346346,0.142857149,0.213017747,36,48,94,46,0.742599845,1.152905345,0.742599845,0.800000012,0.888888896,0.972222209,0.376736104,0.359375,0.177951396,135.1003113,123.5701294,30.34821892
Br,57,27,-0.705510318,0.074626863,0.111111112,31,36,80,46,1.504077435,1.629040718,0.843228579,0.772222221,0.75,0.916666687,0.299479157,0.339409709,0.193576396,84.09952545,109.576828,36.51741028
Br,52,24,-0.297830999,0.211267605,0.314685315,28,43,72,33,1.658110142,0.516285479,1.291905999,0.638888896,0.916666687,0.722222209,0.311631948,0.283854157,0.138888896,94.30892944,78.0192337,17.8155899
Br,57,28,-0.36972478,0.185185179,0.276073605,33,48,92,44,1.445938706,1.149059653,1.00271821,0.666666687,0.76111114,0.861111104,0.371527791,0.368923604,0.188368052,135.665863,132.8083649,33.99729538
Br,50,23,-0.310436755,0.206349209,0.307086617,25,38,65,32,1.368922353,1.889159203,0.998872638,0.722222209,0.677777767,0.916666687,0.291666657,0.276041657,0.134548604,82.19622803,74.72437286,17.85201645
Br,49,23,-0.478119016,0.14705883,0.218978107,29,39,74,36,1.504077435,0.872297943,0.766212225,0.811111093,0.788888872,0.888888896,0.295138896,0.302083343,0.157986104,86.22450256,89.96166992,24.63222504
Br,53,24,-0.328144938,0.200000003,0.297872335,28,42,70,34,1.629040718,1.368922353,0.318257093,0.550000012,0.649999976,0.916666687,0.311631948,0.290798604,0.153645828,94.53127289,84.258461,23.48715591
Br,53,24,-0.421439856,0.166666672,0.248275861,30,42,68,32,1.36507678,1.416869402,0.998872638,0.711111128,0.694444418,0.833333313,0.309027791,0.2734375,0.138888896,94.13721466,72.71895599,18.78474998
Br,54,26,-0.777164757,0.054054055,0.080536909,35,39,84,48,0.867563248,1.397991657,0.516285479,0.833333313,0.805555582,0.944444418,0.291666657,0.323784709,0.190972224,81.97398376,102.6746826,35.14681244
Br,50,25,-0.539615035,0.126760557,0.188811183,31,40,77,46,1.273028374,1.0720433,0.598758817,0.833333313,0.861111104,0.888888896,0.293402791,0.322048604,0.190972224,83.98847961,98.1862793,35.14681244
Br,50,23,-0.845788002,0.033333335,0.049586777,29,31,72,39,1.783073425,1.599971414,1.060856938,0.627777755,0.666666687,0.833333313,0.249131948,0.293402791,0.164930552,60.9649353,84.43299866,26.93461227
Br,52,23,-0.478119016,0.14705883,0.218978107,29,39,66,34,1.181974649,0.642860174,0.26485309,0.722222209,0.888888896,0.944444418,0.307291657,0.286458343,0.154513896,89.86295319,77.97327423,23.47873878
Br,51,23,-0.234646365,0.235294119,0.350364953,26,42,70,32,1.368922353,0.89278692,1.185820341,0.733333349,0.805555582,0.861111104,0.322916657,0.287326396,0.141493052,100.4306641,77.95794678,18.76230431
Br,50,22,-0.824018061,0.03846154,0.057142857,25,27,56,37,1.104958296,0.969803274,0,0.722222209,0.805555582,1,0.197916672,0.245659724,0.15625,36.46511078,58.51772308,23.46191406
Br,50,22,-0.703476608,0.074074075,0.110091746,25,29,58,36,1.52295506,1.306938052,0.17441605,0.699999988,0.722222209,0.972222209,0.204861104,0.246527776,0.155381948,41.02267838,60.33855438,23.47032547
Br,61,31,-0.417388439,0.16853933,0.251396656,37,52,103,48,1.493885756,1.152905345,1.149059653,0.733333349,0.855555534,0.833333313,0.388888896,0.409722209,0.196180552,148.2746887,161.6462708,37.88686752
Br,60,30,-0.462485939,0.152941182,0.22807017,36,49,99,44,1.229921699,0.348832101,0.598758817,0.788888872,0.944444418,0.888888896,0.383680552,0.40625,0.190972224,143.0164337,158.6025391,35.14681244
Br,61,31,-0.417388439,0.16853933,0.251396656,37,52,103,48,1.493885756,1.152905345,1.149059653,0.733333349,0.855555534,0.833333313,0.388888896,0.409722209,0.196180552,148.2746887,161.6462708,37.88686752
Br,61,31,-0.417388439,0.16853933,0.251396656,37,52,103,48,1.493885756,1.152905345,1.149059653,0.733333349,0.855555534,0.833333313,0.388888896,0.409722209,0.196180552,148.2746887,161.6462708,37.88686752
Br,61,31,-0.417388439,0.16853933,0.251396656,37,52,103,48,1.493885756,1.152905345,1.149059653,0.733333349,0.855555534,0.833333313,0.388888896,0.409722209,0.196180552,148.2746887,161.6462708,37.88686752
Br,60,30,-0.433780551,0.162790701,0.242774561,36,50,107,49,1.41302371,1.416869402,1.017750263,0.688888907,0.75,0.805555582,0.387152791,0.421006948,0.207465276,145.8474121,172.7632751,41.94352341
Br,63,32,-0.465266615,0.152173907,0.227027029,39,53,119,58,1.706057072,1.52295506,1.204697967,0.483333319,0.572222233,0.527777791,0.4296875,0.471354157,0.249131948,177.2180176,215.5325775,60.74283981
Br,67,35,-0.52850163,0.13131313,0.195979893,43,56,121,61,1.706057072,1.706057072,1.754004121,0.733333349,0.722222209,0.777777791,0.442708343,0.477430552,0.248263896,190.4922943,221.1422882,60.53385925
Br,60,29,-0.451506615,0.156626508,0.233532935,35,48,109,53,1.042973995,1.889159203,1.152905345,0.883333325,0.622222245,0.861111104,0.386284709,0.432291657,0.217881948,142.9542084,181.6232452,46.21934891
Br,61,29,-0.422439843,0.166666672,0.248520717,35,49,104,47,1.336007357,1.629040718,1.291905999,0.722222209,0.666666687,0.833333313,0.394097209,0.427083343,0.204861104,151.5048981,175.7310181,40.57823563
Br,62,28,-0.47073558,0.150000006,0.223602489,34,46,100,47,1.519109488,1.706057072,1.273028374,0.622222245,0.416666657,0.777777791,0.340277791,0.379340291,0.197916672,115.4076462,145.3426056,37.86555862
Br,64,32,-0.511362433,0.136842102,0.204188481,41,54,117,59,1.783073425,1.504077435,1.599971414,0.644444466,0.683333337,0.75,0.414930552,0.455729157,0.240451396,167.9963837,203.0619812,57.20638657
Br,64,33,-0.521630108,0.13333334,0.198895022,39,51,113,54,1.629040718,1.783073425,1.229921699,0.527777791,0.477777779,0.805555582,0.386284709,0.434027791,0.230034724,147.2020111,186.9249268,50.67911148
Br,59,28,-0.440066755,0.160493821,0.239263803,34,47,104,48,0.998872638,1.599971414,0.867563248,0.75555557,0.644444466,0.75,0.373263896,0.416666657,0.200520828,132.7084656,167.2848663,37.83367157
Br,63,30,-0.481767356,0.146341458,0.218181819,35,47,103,47,1.137873292,1.288060427,1.320975304,0.705555558,0.716666639,0.805555582,0.361979157,0.388020843,0.200520828,123.7346268,146.2710266,39.23349762
Br,60,30,-0.462485939,0.152941182,0.22807017,36,49,103,43,1.427061081,0.848685563,0.17441605,0.75,0.833333313,0.972222209,0.381076396,0.402777791,0.188368052,140.8300781,156.00177,33.77506638
Br,60,28,-0.422439843,0.166666672,0.248520717,35,49,101,46,1.291905999,1.055400014,0.439269155,0.694444418,0.788888872,0.916666687,0.360243052,0.392361104,0.190104172,125.8042526,151.1030731,33.75489044
Br,60,30,-0.451506615,0.156626508,0.233532935,35,48,99,46,1.149059653,1.075888991,0.683738887,0.805555582,0.833333313,0.916666687,0.374131948,0.404513896,0.191840276,135.3830719,158.868515,35.13653183
Br,61,31,-0.417388439,0.16853933,0.251396656,37,52,103,48,1.493885756,1.152905345,1.149059653,0.733333349,0.855555534,0.833333313,0.388888896,0.409722209,0.196180552,148.2746887,161.6462708,37.88686752
Br,57,27,-0.316818923,0.204545453,0.305084735,35,53,99,43,1.291905999,0.95477128,0,0.694444418,0.833333313,1,0.407118052,0.397569448,0.1875,161.7124634,153.4424133,33.78515625
Br,55,26,-0.433780551,0.162790701,0.242774561,36,50,100,48,1.042973995,1.445938706,0,0.916666687,0.777777791,1,0.365451396,0.387152791,0.1875,127.9396973,145.6251984,33.78515625
Br,52,26,-0.502717316,0.139240503,0.207547173,34,45,91,44,1.860089779,0.598758817,0.810313582,0.479914516,0.916666687,0.861111104,0.372395843,0.370659709,0.188368052,126.865799,132.7683716,35.17766953
Br,55,26,-0.422439843,0.166666672,0.248520717,35,49,89,42,0.993415654,1.027941942,1.149059653,0.827777803,0.75,0.805555582,0.363715291,0.3671875,0.181423604,128.2011871,130.3744049,31.49202538
Br,56,26,-0.410632789,0.170731708,0.25454545,34,48,93,41,0.683738887,0,0.810313582,0.888888896,1,0.861111104,0.378472209,0.375,0.181423604,137.7535858,135.140625,32.67393112
Br,52,25,-0.410632789,0.170731708,0.25454545,34,48,94,49,0.973648906,0,0.683738887,0.861111104,1,0.888888896,0.363715291,0.375,0.190972224,127.9789505,135.140625,35.14680862
Br,55,26,-0.481767356,0.146341458,0.218181819,35,47,94,47,1.12383604,0.839382946,0.867563248,0.805555582,0.861111104,0.75,0.361979157,0.381076396,0.1953125,125.5430832,140.3855743,37.8975296
Br,55,27,-0.451506615,0.156626508,0.233532935,35,48,98,46,1.581093788,1.291905999,0,0.805555582,0.75,1,0.372395843,0.394965291,0.1875,132.9506073,150.8168793,33.78515625
Br,57,27,-0.316818923,0.204545453,0.305084735,35,53,99,43,1.291905999,0.95477128,0,0.694444418,0.833333313,1,0.407118052,0.397569448,0.1875,161.7124634,153.4424133,33.78515625
Br,52,23,-0.207234472,0.245901644,0.365853667,23,38,72,33,1.258991003,1.658110142,1.104958296,0.833333313,0.677777767,0.833333313,0.302083343,0.288194448,0.149305552,85.87366486,78.16487122,21.59562111
Br,57,28,-0.415683597,0.16883117,0.251612902,32,45,78,37,1.552024364,1.860089779,1.599971414,0.705555558,0.588888884,0.661111116,0.339409709,0.300347209,0.151909724,113.8704147,88.8391571,22.98221779
Br,51,22,-0.277506202,0.21875,0.325581402,25,39,73,31,1.185820341,1.676987767,0.95477128,0.772222221,0.694444418,0.888888896,0.294270843,0.287326396,0.135416672,84.19484711,80.22746277,17.84473801
Br,49,22,-0.089797042,0.294117659,0.437956214,24,44,65,27,0.762366593,0.867563248,0,0.833333313,0.833333313,1,0.338541657,0.270833343,0.125,109.1504898,70.71226501,15.015625
Br,48,22,-0.120307542,0.28125,0.418604642,23,41,60,25,0.843228579,1.075888991,0.795281589,0.861111104,0.833333313,0.805555582,0.315104157,0.251736104,0.118923612,96.06051636,60.25782776,13.5600605
