Cl1984,CostzPr_6_84_1,CostzPr_6_84_2,MSAVI_22_06_84,NDVI_22_06_84,SAVI_22_06_84,CostzPr_6_84_3,CostzPr_6_84_4,CostzPr_6_84_5,CostzPr_6_84_6,entropy_22_6_84_b4,entropy_22_6_84_b5,entropy_22_6_84_b7,homogeneity_22_6_84_b4,homogeneity_22_6_84_b5,homogeneity_22_6_84_b7,mean_22_6_84_b4,mean_22_6_84_b5,mean_22_6_84_b7,variance_22_6_84_b4,variance_22_6_84_b5,variance_22_6_84_b7
Agr,56,25,-0.374817789,0.183098584,0.272727281,29,42,82,40,1.860089779,1.52295506,0.642860174,0.705555558,0.649999976,0.888888896,0.323784709,0.323784709,0.151041672,103.1191101,102.8969269,22.54597473
Agr,54,25,-0.428060323,0.164179102,0.244444445,28,39,81,37,1.368922353,1.504077435,0.516285479,0.75,0.777777791,0.916666687,0.296006948,0.321180552,0.153645828,83.94082642,100.687645,22.52129364
Agr,58,28,-0.440066755,0.160493821,0.239263803,34,47,92,42,1.214889646,0.583110213,0.17441605,0.816666663,0.861111104,0.972222209,0.348090291,0.374131948,0.186631948,118.4195938,135.1608276,33.79524994
Agr,60,30,-0.55144465,0.123595506,0.184357539,39,50,108,52,1.860089779,1.812142849,0.872297943,0.661111116,0.622222245,0.888888896,0.381076396,0.409722209,0.210069448,141.0523071,164.5552368,43.30764389
Agr,57,26,-0.372104824,0.184210524,0.274509817,31,45,83,40,1.812142849,1.966175556,1.52295506,0.638888896,0.633333325,0.694444418,0.327256948,0.324652791,0.155381948,103.4933243,103.7683182,24.13702774
Agr,61,30,-0.533152044,0.129411772,0.19298245,37,48,100,47,0.95477128,1.262836695,0.843228579,0.888888896,0.861111104,0.916666687,0.364583343,0.391493052,0.193576396,127.9593201,148.2113342,36.51741028
Agr,55,26,-0.342822284,0.19480519,0.290322572,31,46,69,29,1.629040718,1.860089779,1.416869402,0.572222233,0.475490183,0.705555558,0.3515625,0.296006948,0.129340276,116.5335388,89.14299774,17.14683533
Agr,54,24,-0.60839802,0.104477614,0.155555561,30,37,71,36,0.17441605,0.843228579,0,0.972222209,0.916666687,1,0.282118052,0.306423604,0.15625,76.00146484,89.8793869,23.46191406
Agr,55,26,-0.66084379,0.088235296,0.131386861,31,37,84,38,0.26485309,0,0.439269155,0.944444418,1,0.916666687,0.282986104,0.34375,0.158854172,75.98633575,113.5556641,23.43669319
Agr,56,26,-0.54389286,0.125,0.186046511,28,36,80,40,1.676987767,1.368922353,1.262836695,0.75,0.681045771,0.788888872,0.278645843,0.322916657,0.164930552,74.45728302,102.9146118,26.93465805
Agr,53,25,-0.237067312,0.234567896,0.349693239,31,50,69,27,2.04319191,2.197224617,1.629040718,0.449999988,0.322222233,0.544444442,0.363715291,0.289930552,0.140625,136.2920074,89.16374207,20.84988022
Agr,51,23,-0.38156721,0.180327863,0.268292695,25,36,75,35,1.706057072,2.04319191,1.475008011,0.605555534,0.555555582,0.777777791,0.294270843,0.284722209,0.133680552,80.10338593,77.73395538,17.33348465
Agr,55,24,-0.413365304,0.169230774,0.251908392,27,38,81,38,1.416869402,1.493885756,1.339853048,0.649999976,0.827777803,0.805555582,0.296006948,0.349826396,0.172743052,83.94082642,118.8262787,29.22158432
Agr,54,25,-0.618409991,0.101449274,0.151079133,31,38,82,41,0.439269155,0.795281589,0.936888337,0.916666687,0.861111104,0.805555582,0.280381948,0.3359375,0.1796875,76.03174591,109.2048874,32.69374847
Agr,55,25,-0.618409991,0.101449274,0.151079133,31,38,80,40,0.766212225,1.288060427,0.978383601,0.861111104,0.777777791,0.833333313,0.278645843,0.317708343,0.161458328,74.23505402,98.27223969,25.78417397
Agr,52,23,-0.53123647,0.129032254,0.192000002,27,35,76,34,1.416869402,0.9163993,0.17441605,0.805555582,0.833333313,0.972222209,0.268229157,0.309027791,0.157118052,68.92669678,91.87250519,23.45350647
Agr,65,31,-0.614661753,0.103448279,0.154285714,39,48,89,49,1.783073425,1.966175556,1.735126495,0.622222245,0.666666687,0.694444418,0.340277791,0.319444448,0.186631948,110.8920746,100.015625,34.46191406
Agr,59,31,-0.59830147,0.108433738,0.161676645,37,46,90,47,1.812142849,2.04319191,1.36507678,0.677777767,0.538888872,0.861111104,0.366319448,0.348090291,0.191840276,130.8386688,122.2311249,35.35875702
Agr,57,28,-0.514532447,0.135135129,0.201342285,32,42,78,41,1.445938706,1.291905999,1.12383604,0.766666651,0.74444443,0.805555582,0.319444448,0.309027791,0.174479172,100.7224426,94.13719177,29.20291519
Agr,45,20,-1.042514682,-0.022222223,-0.032967035,23,22,39,28,0.848685563,1.336007357,1.52295506,0.944444418,0.861111104,0.777777791,0.177083328,0.202256948,0.131944448,31.02441788,42.32294846,16.37697983
Agr,51,22,-0.239236876,0.233333334,0.34710744,23,37,55,27,2.04319191,1.552024364,0.766212225,0.577777803,0.638888896,0.888888896,0.241319448,0.252604157,0.130208328,57.85994339,60.46660614,15.94635582
Agr,51,24,-0.642080724,0.09375,0.139534891,29,35,76,40,2.04319191,1.427061081,0.598758817,0.516666651,0.788888872,0.916666687,0.254340291,0.303819448,0.160590276,60.88419342,87.88513947,24.60642815
Agr,56,28,-0.451506615,0.156626508,0.233532935,35,48,89,40,1.889159203,1.860089779,1.075888991,0.331045747,0.556535959,0.805555582,0.322048604,0.328993052,0.153645828,108.3444595,108.8675537,23.70939064
Agr,50,21,-0.624731779,0.098039217,0.145631075,23,28,64,31,2.04319191,1.229921699,0.973648906,0.433333337,0.76111114,0.861111104,0.217013896,0.266493052,0.136284724,44.77245331,67.12586212,17.83745766
Agr,55,25,-0.50297606,0.138888896,0.206896558,31,41,83,40,1.658110142,0.766212225,1.075888991,0.805555582,0.944444418,0.916666687,0.315104157,0.336805552,0.169270828,94.24165344,109.1867447,28.07437134
Agr,54,24,-0.374817789,0.183098584,0.272727281,29,42,84,36,0.17441605,0.998872638,0.683738887,0.972222209,0.888888896,0.888888896,0.311631948,0.336805552,0.157986104,93.86447906,109.1867523,24.6322155
Agr,55,26,-0.478119016,0.14705883,0.218978107,29,39,85,43,1.273028374,1.552024364,0.516285479,0.805555582,0.666666687,0.944444418,0.301215291,0.348958343,0.184027776,87.93389893,116.3671722,32.644207
Agr,54,23,-0.377938777,0.181818187,0.270676702,27,39,76,37,1.599971414,1.783073425,1.336007357,0.666666687,0.572222233,0.777777791,0.302083343,0.301215291,0.152777776,88.13987732,89.48962402,22.75174904
Agr,55,25,-0.421439856,0.166666672,0.248275861,30,42,82,34,1.057011366,0.424342781,0.26485309,0.75,0.883333325,0.944444418,0.318576396,0.339409709,0.154513896,95.99250793,113.648201,23.47873878
Agr,49,22,-0.075876489,0.300000012,0.446280986,21,39,58,27,1.442093134,1.812142849,1.629040718,0.788888872,0.722222209,0.722222209,0.286458343,0.260416657,0.137152776,78.19548798,66.06095123,18.0524025
Agr,52,23,-0.397889137,0.174603179,0.259842515,26,37,70,33,0.766212225,1.570902109,0.742599845,0.861111104,0.844444454,0.972222209,0.280381948,0.288194448,0.146701396,74.20516205,78.60930634,20.65230942
Agr,54,25,-0.428060323,0.164179102,0.244444445,28,39,83,40,0.998872638,1.12383604,1.262836695,0.833333313,0.75,0.777777791,0.295138896,0.332465291,0.170138896,83.9567337,104.7584915,28.0652256
Agr,56,27,-0.47073558,0.150000006,0.223602489,34,46,91,45,1.493885756,1.031787634,0.26485309,0.916666687,0.899999976,0.944444418,0.339409709,0.361111104,0.185763896,112.2791672,128.0378265,33.80534363
Agr,61,29,-0.481767356,0.146341458,0.218181819,35,47,95,50,1.350044727,0.17441605,1.075888991,0.833333313,0.972222209,0.861111104,0.361111104,0.374131948,0.2109375,125.5625,135.1608124,43.29623032
Agr,51,21,0.047084905,0.354838699,0.527999997,20,42,52,24,1.860089779,2.120208263,2.04319191,0.74444443,0.39084968,0.633333325,0.322916657,0.277777791,0.140625,98.61356354,75.97869873,20.10325623
Agr,53,25,-0.179413602,0.257142872,0.382978737,26,44,63,30,1.416869402,1.812142849,1.229921699,0.633333325,0.616666675,0.805555582,0.342013896,0.299479157,0.144965276,116.2944489,88.41087341,20.66801262
Agr,51,22,-0.022982435,0.323076934,0.480916023,22,43,63,28,1.291905999,1.676987767,0.766212225,0.677777767,0.833333313,0.944444418,0.329861104,0.256944448,0.118055552,104.8117447,64.06293488,13.56640911
Agr,55,24,-0.234646365,0.235294119,0.350364953,26,42,70,33,1.0720433,1.581093788,1.137873292,0.861111104,0.833333313,0.888888896,0.334201396,0.276041657,0.142361104,109.241127,72.8968277,19.72321129
Agr,54,23,-0.140942767,0.272727281,0.406015038,24,42,67,29,1.52295506,1.735126495,1.152905345,0.616666675,0.733333349,0.76111114,0.342881948,0.286458343,0.143229172,114.2408295,79.08438873,20.60443306
Agr,71,37,-0.687175632,0.081632651,0.121827409,45,53,109,69,1.966175556,2.04319191,1.966175556,0.364379078,0.292156875,0.372222215,0.391493052,0.361111104,0.216145828,156.0375519,134.9884796,50.59129715
Agr,50,22,-0.168333307,0.261538476,0.389312983,24,41,61,28,1.339853048,1.442093134,0.683738887,0.694444418,0.833333313,0.916666687,0.297743052,0.253472209,0.127604172,85.95401001,62.06348038,15.96710014
Agr,51,24,-0.377938777,0.181818187,0.270676702,27,39,70,36,1.567056417,1.629040718,1.52295506,0.772222221,0.594444454,0.722222209,0.302951396,0.275173604,0.149305552,88.34589386,73.13395691,21.81789207
Agr,51,24,-0.343471587,0.194444448,0.289655179,29,43,72,35,1.735126495,1.475008011,0.516285479,0.672222197,0.75,0.944444418,0.313368052,0.294270843,0.152777776,95.16429901,84.19487762,22.52951622
Agr,54,28,-0.415683597,0.16883117,0.251612902,32,45,84,46,1.031787634,1.581093788,1.055400014,0.805555582,0.527777791,0.788888872,0.334201396,0.309895843,0.173611104,109.2411499,94.56488037,30.61815262
Agr,59,26,-0.50297606,0.138888896,0.206896558,31,41,81,37,1.027941942,0.95477128,1.031787634,0.888888896,0.888888896,0.861111104,0.326388896,0.333333343,0.165798604,102.6219711,107.0000153,25.74025917
Agr,54,26,-0.50297606,0.138888896,0.206896558,31,41,74,42,0.683738887,1.291905999,1.288060427,0.888888896,0.777777791,0.833333313,0.314236104,0.293402791,0.161458328,96.07752991,81.94256592,24.82006264
Agr,51,24,-0.295220315,0.212121218,0.315789461,26,40,64,29,0.26485309,1.075888991,1.181974649,0.944444418,0.805555582,0.833333313,0.310763896,0.280381948,0.144097224,93.88130188,74.20515442,19.70788193
Agr,48,22,-0.0986453,0.290322572,0.432000011,22,40,65,28,1.368922353,1.493885756,1.262836695,0.638888896,0.677777767,0.805555582,0.328993052,0.289930552,0.138020828,102.5692749,80.1809082,18.7922039
Agr,62,29,-0.329045922,0.200000003,0.298245609,34,51,99,52,1.336007357,1.567056417,1.30309236,0.727777779,0.800000012,0.833333313,0.391493052,0.418402791,0.215277776,148.4335785,167.4621124,44.85807419
Agr,53,23,-0.140942767,0.272727281,0.406015038,24,42,70,30,1.658110142,1.060856938,1.152905345,0.677777767,0.872222245,0.861111104,0.335069448,0.294270843,0.139756948,107.4085693,81.92689514,18.77726746
Agr,59,27,-0.358109623,0.189189196,0.281879187,30,44,86,42,1.966175556,1.812142849,1.783073425,0.516666651,0.472222209,0.600000024,0.375868052,0.374131948,0.196180552,138.703598,134.2440338,36.93051147
Agr,54,23,-0.134627819,0.275362313,0.410071939,25,44,77,36,1.442093134,1.570902109,1.320975304,0.777777791,0.672222197,0.75,0.352430552,0.309895843,0.153645828,118.5474472,94.56480408,23.70937729
Agr,51,23,-0.310436755,0.206349209,0.307086617,25,38,71,31,1.475008011,1.860089779,1.152905345,0.73888886,0.75,0.861111104,0.301215291,0.264756948,0.124131948,86.11195374,67.82087708,15.24457645
Agr,56,26,-0.468011349,0.150684938,0.224489793,31,42,82,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Agr,52,23,-0.234646365,0.235294119,0.350364953,26,42,71,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Agr,52,25,-0.359885335,0.188405797,0.280575544,28,41,76,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Agr,61,32,-0.801765978,0.047619049,0.071005918,40,44,81,54,0.516285479,1.079734564,0.17441605,0.916666687,0.805555582,0.972222209,0.341145843,0.334201396,0.219618052,111.353653,106.9820709,45.97357941
Agr,63,34,-0.785962999,0.052631579,0.078534029,45,50,92,56,1.475008011,1.493885756,1.52295506,0.638888896,0.75555557,0.644444466,0.3828125,0.385416657,0.222222224,143.2594299,145.667099,50.79014969
Agr,67,37,-0.605507493,0.106796116,0.159420297,46,57,97,58,1.754004121,1.310783625,1.676987767,0.722222209,0.944444418,0.861111104,0.427083343,0.376736104,0.224826396,177.5087891,139.7669373,53.35861588
Agr,46,20,0.076022521,0.368421048,0.547826111,18,39,50,21,1.735126495,1.754004121,1.320975304,0.638888896,0.675490201,0.772222221,0.322048604,0.243923604,0.113715276,99.29747772,53.92913437,12.09317875
Agr,61,31,-0.842417598,0.036144577,0.053892214,40,43,82,55,0.843228579,1.262836695,0.67577517,0.916666687,0.861111104,0.888888896,0.337673604,0.327256948,0.220486104,109.1686172,102.6044006,47.57947922
Agr,54,25,-0.455333382,0.154929578,0.230769232,30,41,74,31,1.214889646,1.204697967,0,0.722222209,0.633333325,1,0.3125,0.295138896,0.125,94.06990814,88.04776764,15.015625
Agr,54,27,-0.58831948,0.111111112,0.165517241,32,40,81,42,1.599971414,1.291905999,0.766212225,0.816666663,0.788888872,0.888888896,0.311631948,0.324652791,0.182291672,92.26709747,102.6571121,32.66402054
Agr,57,28,-0.636966348,0.09589041,0.142857149,33,40,91,51,1.383954406,1.320975304,1.166942596,0.75,0.76111114,0.76111114,0.309895843,0.363715291,0.207465276,94.12034607,130.4536591,43.3418541
Agr,53,23,-0.489863485,0.142857149,0.212598428,27,36,76,38,1.211044073,0.17441605,0.17441605,0.805555582,0.972222209,0.972222209,0.271701396,0.313368052,0.157118052,70.69766235,93.83084106,23.45350647
Agr,52,23,-0.413365304,0.169230774,0.251908392,27,38,69,32,1.889159203,1.860089779,1.783073425,0.435815215,0.644444466,0.705555558,0.297743052,0.289930552,0.1484375,93.37728882,83.33873749,22.04808235
Agr,47,22,-1.036339641,-0.018867925,-0.028037382,27,26,49,30,0.26485309,1.104958296,0.786701262,0.944444418,0.805555582,0.972222209,0.189236104,0.209201396,0.136284724,33.76498032,41.92108536,17.83744049
Agr,56,26,-0.539615035,0.126760557,0.188811183,31,40,86,46,0.598758817,0,0,0.888888896,1,1,0.309027791,0.34375,0.1875,91.87250519,113.5556641,33.78515625
Agr,97,54,-0.780333877,0.055555556,0.083044983,68,76,150,96,1.676987767,1.754004121,1.706057072,0.557692289,0.597712398,0.588888884,0.575520813,0.582465291,0.381944448,335.700531,339.6500549,148.4437408
Agr,54,26,-0.63189435,0.096774191,0.143999994,28,34,67,42,1.552024364,1.493885756,1.027941942,0.577777803,0.533333361,0.888888896,0.263888896,0.288194448,0.173611104,68.05748749,78.83175659,29.21225166
Agr,56,27,-0.598099709,0.108108111,0.161073819,33,41,84,43,1.185820341,1.060856938,0.318257093,0.722222209,0.777777791,0.916666687,0.298611104,0.333333343,0.184895828,87.98271179,109.2592621,33.81544495
Agr,53,25,-0.525560737,0.131578952,0.196078435,33,43,74,39,1.214889646,0,0.843228579,0.638888896,1,0.861111104,0.318576396,0.3125,0.158854172,98.25505829,93.84765625,24.62361526
Agr,51,24,-0.555879951,0.121212125,0.180451125,29,37,84,43,1.860089779,1.166942596,1.137873292,0.777777791,0.833333313,0.75,0.277777791,0.321180552,0.174479172,75.80556488,100.4654541,29.20291519
Agr,50,23,-0.659757435,0.087719299,0.130434781,26,31,73,38,1.310783625,1.310783625,0,0.666666687,0.75,1,0.232638896,0.297743052,0.15625,52.25705338,85.95401001,23.46191406
Agr,56,27,-0.624826849,0.100000001,0.149068326,36,44,92,47,1.12383604,0.810313582,0.26485309,0.805555582,0.861111104,0.944444418,0.328993052,0.370659709,0.189236104,104.8295288,132.7683868,33.76498032
Agr,55,28,-0.580483556,0.113924049,0.169811323,35,44,96,48,0.17441605,1.185820341,1.291905999,0.972222209,0.722222209,0.694444418,0.344618052,0.388888896,0.200520828,113.5371628,145.5833435,37.83361053
Agr,50,24,-0.642080724,0.09375,0.139534891,29,35,72,39,1.079734564,1.288060427,0.839382946,0.777777791,0.833333313,0.916666687,0.265625,0.298611104,0.1640625,67.36227417,86.16018677,25.75782585
Agr,62,31,-0.484372824,0.145833328,0.217616573,41,55,112,57,1.966175556,1.889159203,1.629040718,0.411111116,0.366666675,0.633333325,0.380208343,0.399305552,0.210069448,146.4594879,159.4441986,44.92761612
Agr,55,26,-0.447191238,0.157894731,0.235294119,32,44,85,43,1.860089779,1.310783625,1.204697967,0.672222197,0.75,0.777777791,0.346354157,0.330729157,0.173611104,119.3462677,107.0538254,30.39588547
Agr,55,26,-0.372104824,0.184210524,0.274509817,31,45,77,38,0.766212225,1.783073425,1.310783625,0.861111104,0.566666663,0.694444418,0.349826396,0.328125,0.169270828,115.9040222,105.2918015,28.29668427
Agr,57,27,-0.385498822,0.179487184,0.267515928,32,46,82,39,1.075888991,1.706057072,1.185820341,0.800000012,0.666666687,0.833333313,0.342013896,0.333333343,0.164930552,113.814888,109.4814835,26.93461227
Agr,66,37,-0.873730242,0.028571429,0.04265403,51,54,101,67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Agr,53,24,-0.189097285,0.25333333,0.377483457,28,47,77,32,1.706057072,1.629040718,1.185820341,0.572222233,0.666666687,0.666666687,0.344618052,0.303819448,0.144097224,114.2038345,90.15094757,20.67585754
Agr,63,30,-0.433780551,0.162790701,0.242774561,36,50,98,50,1.706057072,1.676987767,1.416869402,0.605555534,0.711111128,0.777777791,0.3515625,0.371527791,0.192708328,118.7885437,136.1103668,36.75014877
Agr,56,25,-0.413365304,0.169230774,0.251908392,27,38,75,37,1.288060427,1.966175556,1.137873292,0.75,0.533333361,0.805555582,0.278645843,0.307291657,0.162326396,74.45727539,92.79480743,25.77542305
Agr,54,26,-0.407636523,0.171428576,0.255319148,29,41,80,41,1.754004121,1.570902109,0.766212225,0.672222197,0.633333325,0.861111104,0.337673604,0.335069448,0.191840276,114.1296844,104.7052536,35.13653183
Agr,59,27,-0.428136557,0.164556965,0.245283023,33,46,91,49,1.706057072,1.889159203,1.706057072,0.633333325,0.605555534,0.816666663,0.342013896,0.355034709,0.183159724,112.0020065,121.4119644,33.09857559
Agr,58,29,-0.513296008,0.135802463,0.202453986,35,46,91,45,1.706057072,1.36507678,1.075888991,0.605555534,0.800000012,0.888888896,0.365451396,0.376736104,0.194444448,130.636261,138.0165558,36.50694656
Agr,58,28,-0.502717316,0.139240503,0.207547173,34,45,90,42,1.262836695,1.445938706,1.108803988,0.74444443,0.733333349,0.777777791,0.328125,0.357638896,0.184027776,105.0695496,125.6402664,34.0477829
Agr,54,24,-0.478119016,0.14705883,0.218978107,29,39,79,38,1.581093788,1.306938052,1.031787634,0.611111104,0.777777791,0.805555582,0.298611104,0.300347209,0.1484375,88.42716217,87.95017242,21.6036377
Agr,52,25,-0.516022325,0.134328365,0.200000003,29,38,72,32,0.925701916,1.427061081,1.211044073,0.844444454,0.733333349,0.777777791,0.288194448,0.307291657,0.149305552,77.94262695,92.12799835,21.59559822
Agr,53,24,-0.428060323,0.164179102,0.244444445,28,39,78,35,0.17441605,0.795281589,0.318257093,0.972222209,0.805555582,0.916666687,0.282118052,0.302951396,0.153645828,76.00146484,89.94521332,23.48715591
Agr,56,27,-0.415683597,0.16883117,0.251612902,32,45,75,39,1.783073425,1.966175556,1.658110142,0.572222233,0.358823538,0.683333337,0.330729157,0.324652791,0.172743052,107.7205276,99.91249847,28.70443535
Agr,53,24,-0.503289342,0.138461545,0.206106871,28,37,75,32,0,0.766212225,0.950925589,1,0.861111104,0.944444418,0.28125,0.308159709,0.138888896,76.01660156,91.88913727,18.78472519
Agr,53,25,-0.489863485,0.142857149,0.212598428,27,36,85,37,1.36507678,1.812142849,0.810313582,0.861111104,0.611111104,0.833333313,0.297743052,0.333333343,0.15625,86.17623138,111.9629898,24.64942551
Agr,53,23,-0.397889137,0.174603179,0.259842515,26,37,73,34,1.567056417,1.416869402,0.683738887,0.772222221,0.75,0.888888896,0.294270843,0.311631948,0.154513896,82.59354401,92.0448761,22.51307487
Set,51,22,0,0.333333343,0.496240616,22,44,54,25,1.966175556,1.812142849,1.599971414,0.555555582,0.561111093,0.694444418,0.340277791,0.247395828,0.120659724,107.7454681,60.54733276,14.52053928
Set,56,23,-0.044921149,0.313432842,0.466666669,23,44,69,34,1.937106133,1.676987767,1.152905345,0.444444448,0.622222245,0.833333313,0.355902791,0.248263896,0.125,124.7582397,58.70013809,15.23785019
Set,55,25,-0.135743439,0.275000006,0.409937888,29,51,78,36,2.197224617,1.966175556,1.599971414,0.378758162,0.377777785,0.677777767,0.330729157,0.263888896,0.130208328,102.2745285,71.27335358,17.88848495
Set,50,20,0.207390934,0.433333337,0.644628108,17,43,44,20,2.04319191,1.937106133,1.258991003,0.349999994,0.533333361,0.833333313,0.349826396,0.244791672,0.112847224,123.526329,58.2521019,12.09915733
Set,51,22,0.182153329,0.420289844,0.625899255,20,49,53,21,1.706057072,1.52295506,0.598758817,0.644444466,0.716666639,0.916666687,0.362847209,0.221354172,0.098090276,130.9179688,46.39451981,9.177066803
Set,52,23,-0.021047968,0.323943675,0.482517481,24,47,54,23,2.197224617,1.52295506,0.348832101,0.327626944,0.577777803,0.944444418,0.361979157,0.210069448,0.09375,129.3515167,44.6410408,8.446291924
Set,52,23,0.021057298,0.342857152,0.510638297,23,47,53,24,2.120208263,1.783073425,1.368922353,0.450980395,0.555555582,0.75,0.371527791,0.237847224,0.106770836,134.0817108,54.46243668,10.63292885
Set,49,21,0.281112373,0.472222209,0.703448296,19,53,54,19,2.120208263,1.937106133,1.214889646,0.550000012,0.600000024,0.805555582,0.3671875,0.204861104,0.096354164,132.3745422,39.33595276,8.653382301
Set,53,22,-0.044921149,0.313432842,0.466666669,23,44,46,22,2.120208263,2.120208263,1.310783625,0.539869308,0.561111093,0.666666687,0.34375,0.221354172,0.111111112,114.8545761,46.83892822,12.11111069
Set,53,23,-0.128853723,0.277777791,0.413793117,26,46,66,28,1.966175556,1.706057072,0.583110213,0.416666657,0.622222245,0.861111104,0.372395843,0.272569448,0.120659724,137.2012329,76.61248779,15.04928207
Set,56,26,-0.0201979,0.32432431,0.483221471,25,49,59,28,1.889159203,1.581093788,1.00271821,0.627777755,0.683333337,0.855555534,0.368923604,0.238715276,0.123263888,133.2528229,54.0052948,14.50093174
Set,56,25,-0.100907251,0.289473683,0.431372553,27,49,63,37,1.966175556,2.120208263,1.504077435,0.544444442,0.527777791,0.727777779,0.361111104,0.228298604,0.125868052,126.4513931,50.86564636,16.64761353
Set,51,23,-0.281421214,0.217391297,0.323741019,27,42,75,35,1.812142849,1.629040718,1.52295506,0.677777767,0.48888889,0.577777803,0.331597209,0.270833343,0.133680552,105.442955,74.81420135,18.82961082
Set,47,21,0.110023133,0.384615391,0.572519064,20,45,56,27,1.754004121,1.860089779,1.475008011,0.605555534,0.538888872,0.555555582,0.339409709,0.200520828,0.097222224,114.3148575,39.45575333,9.404525757
Set,54,25,0.039619502,0.351351351,0.523489952,24,50,51,25,2.120208263,2.04319191,1.735126495,0.198362485,0.461111099,0.627777755,0.389756948,0.216145828,0.1015625,155.3407288,44.78367996,9.822906494
Set,52,26,0.236661479,0.448275864,0.668571413,24,63,53,24,2.120208263,1.966175556,1.599971414,0.368587226,0.594444454,0.661111116,0.449652791,0.238715276,0.108506948,198.9793243,56.06347656,12.35131645
Set,48,20,0.289523959,0.476923078,0.709923685,17,48,52,20,1.966175556,2.04319191,1.288060427,0.40326798,0.633333325,0.861111104,0.383680552,0.217013896,0.1015625,147.9313507,45.72384262,10.13358593
Set,47,19,0.232146233,0.446153849,0.664122164,18,47,47,22,1.937106133,1.676987767,1.416869402,0.526495755,0.572222233,0.694444418,0.364583343,0.205729172,0.103298612,136.019516,43.58688354,11.41017628
Set,51,23,0.352996856,0.51219511,0.763636351,20,62,49,25,2.120208263,1.706057072,1.445938706,0.47863248,0.538888872,0.666666687,0.381944448,0.205729172,0.097222224,147.973053,42.41041565,9.404525757
Set,49,23,0.16848962,0.413333327,0.61589402,22,53,53,23,1.860089779,1.41302371,0.762366593,0.616666675,0.76111114,0.833333313,0.365451396,0.219618052,0.098958336,130.636261,47.81367111,9.927619934
Set,48,20,0.072352231,0.366666675,0.545454562,19,41,44,20,2.197224617,1.52295506,0.89278692,0.316666663,0.616666675,0.833333313,0.360243052,0.209201396,0.100694448,125.3287506,40.74534607,9.161376953
Set,52,24,0.076245844,0.368421048,0.549019635,24,52,51,22,2.197224617,1.599971414,1.12383604,0.266515851,0.538888872,0.75,0.373263896,0.2109375,0.105034724,143.681778,45.13824463,11.39857769
Set,49,21,-0.148922712,0.269230783,0.400000006,19,33,50,19,2.014122486,1.442093134,1.12383604,0.498692811,0.788888872,0.888888896,0.355902791,0.210069448,0.107638888,119.8052979,42.3543129,11.38118744
Set,49,20,0,0.333333343,0.495652169,19,38,48,21,2.04319191,1.966175556,1.075888991,0.418652594,0.605555534,0.861111104,0.352430552,0.1953125,0.092881948,128.423584,37.16318512,8.673576355
Set,44,19,0.109754056,0.384615391,0.571428597,16,36,40,16,1.966175556,1.831020474,1.706057072,0.50555557,0.550000012,0.666666687,0.337673604,0.183159724,0.085069448,108.0214462,34.43188858,7.645742893
Set,52,23,0.22907117,0.444444448,0.662068963,20,52,46,21,1.937106133,1.262836695,1.291905999,0.393137246,0.827777803,0.805555582,0.341145843,0.176215276,0.080729164,110.2072449,31.77258301,6.909295559
Set,45,19,0.253612876,0.457627118,0.680672288,16,43,34,13,1.812142849,1.368922353,1.291905999,0.622222245,0.677777767,0.805555582,0.3125,0.164930552,0.075520836,92.69498444,24.78571701,5.31994009
Set,45,18,0.188654006,0.423728824,0.630252123,17,42,38,16,1.581093788,1.306938052,0.998872638,0.788888872,0.777777791,0.833333313,0.307291657,0.170138896,0.076388888,90.30744171,28.28748322,5.854627609
Set,47,20,0.161218286,0.409836054,0.609756112,18,43,45,19,1.937106133,1.475008011,0.52970618,0.629914522,0.75,0.888888896,0.347222209,0.200520828,0.09375,114.5929794,39.45578003,8.44630146
Set,51,23,0.044966538,0.353846163,0.526717544,21,44,42,21,1.889159203,1.706057072,1.445938706,0.51111114,0.588888884,0.75,0.335069448,0.189236104,0.092881948,111.2230453,36.05630493,8.895816803
Set,52,25,-0.168333307,0.261538476,0.389312983,24,41,46,20,2.04319191,1.860089779,1.41302371,0.349999994,0.561111093,0.777777791,0.348090291,0.197048604,0.095486112,120.4195862,39.72132111,9.41499424
Set,50,21,0.129211783,0.393939406,0.586466193,20,46,46,20,1.860089779,1.706057072,1.30309236,0.433333337,0.611111104,0.861111104,0.336805552,0.1875,0.091145836,110.2978821,34.45182419,8.148360252
Set,45,19,0.345368594,0.508196712,0.756097555,15,46,36,13,1.676987767,1.812142849,1.475008011,0.559803903,0.605555534,0.688888907,0.344618052,0.172743052,0.076388888,111.9470978,28.92665672,6.076826096
Set,50,22,0.089978606,0.375,0.558139563,20,44,47,18,2.120208263,0.843228579,0.598758817,0.49444443,0.916666687,0.916666687,0.356770843,0.193576396,0.089409724,123.6278687,36.51741028,7.935855865
Set,56,26,0.151453257,0.40476191,0.603550315,25,59,63,25,2.04319191,1.860089779,0.843228579,0.345424831,0.661111116,0.916666687,0.377604157,0.212673604,0.099826388,147.6333313,45.33730316,9.922196388
